id,dimension,new_suggestion,certainty,explanation
lni368/infos2025_wi_1,software_type,questionnaire_instrument,0.7,"Das CIML ist ein Fragebogeninstrument, das aus zwei Teilen (Gesichtserkennung und Textgenerierung) mit je sieben Fragen besteht und als webbasiertes Tool (siehe OSF-Link) bereitgestellt wird. Es handelt sich um eine Full-Stack-Anwendung, da es kontextuelle Einleitungen, Fragen mit Multiple-Choice-Formaten und Auswertungsschemata umfasst. Allerdings ist 'full_stack_application' nicht perfekt passend, da es sich primär um ein Erhebungsinstrument handelt. Eine präzisere Subkategorie wäre 'questionnaire_instrument'."
lni120/45,research_position,research_infrastructure_support,0.9,"Die Software dient primär der Unterstützung von Software-Entwicklungsprozessen, insbesondere der Integration von Business Process Management (BPM) und Workflow Management (WfM) für das Design elektronischer Systeme. Sie stellt eine Infrastruktur für die Koordination verteilter Designaufgaben und die Verwaltung von Tools und Ressourcen bereit (vgl. Abstract und Abschnitt 4.1, 4.4, 4.5)."
lni122/118-122,techstack,unspecified_test_automation_tech,0.0,"Der Techstack bzw. die Programmiersprachen werden im Text nicht explizit genannt. Es wird lediglich erwähnt, dass die Werkzeuglandschaft GATE die Verhaltensmodellierung und Testfallgenerierung unterstützt, aber keine konkreten Technologien angegeben."
lni109/75,software_type,simulation_framework,0.8,"Die Software umfasst numerische Optimierungsalgorithmen (z. B. kombinatorische Auktionen, TSP-Lösungen) und dient als Framework zur Simulation von Transportnetzwerken. Da 'numerical_mathematical' allein nicht ausreicht, wird 'simulation_framework' als präzisere Subkategorie vorgeschlagen."
lni122/399-406,techstack,uml_based_tooling,0.0,"Der Techstack wird im Paper nicht explizit genannt. Es wird jedoch UML (State Machines) als Modellierungssprache verwendet, und das Tool TEAGER unterstützt diese. Da keine Programmiersprache oder Technologie direkt erwähnt wird, kann keine Subkategorie zugeordnet werden. Eine neue Subkategorie 'uml_based_tooling' könnte vorgeschlagen werden, um Tools zu erfassen, die auf UML-Modellierung basieren."
lni107/105,software_type,requirements_parsing_framework,0.8,"Die beschriebene Technik ist als universeller Parser konzipiert, der als wiederverwendbare Komponente (Bibliothek/Paket) in andere Systeme integriert werden könnte (vgl. Abstract: 'universal parsing technique'). Allerdings wird kein funktionaler Code oder Prototyp beschrieben, sondern das Konzept (daher 'conceptual'). Die vorgeschlagene Subkategorie 'requirements_parsing_framework' würde die domänenspezifische Ausrichtung besser erfassen."
lni220/1005,techstack,geographic_information_systems,0.7,"Die Publikation erwähnt explizit XML-Technologien (z.B. 'Metadatenbanken', 'raumbezogene Datenverarbeitung') und Geographische Informationssysteme (GIS), die jedoch nicht als Techstack-Kategorie vorgegeben sind. Programmiersprachen wie Python, Java oder C++ werden nicht genannt, daher keine Zuordnung möglich."
lni120/61,research_position,research_infrastructure_support,0.9,"Die Software dient primär der Unterstützung von kollaborativen Designprozessen in virtuellen Organisationen durch die Bereitstellung einer ICT-Infrastruktur, die Interoperabilität und Kommunikation zwischen heterogenen Systemen ermöglicht. Dies entspricht der Rolle einer Entwicklungsinfrastruktur für Forschungs- und Entwicklungsprojekte."
lni122/341-342,software_type,theorem_prover,0.9,"Theorembeweiser sind numerisch/mathematisch fokussierte Softwaretools, die zur formalen Verifikation eingesetzt werden. Die Subkategorie 'numerical_mathematical' passt am ehesten, aber 'theorem_prover' wäre eine präzisere Ergänzung."
lni122/341-342,techstack,formal_specification_languages,0.0,"Der Text erwähnt keine konkreten Programmiersprachen oder Technologien, aber Theorembeweiser basieren typischerweise auf formalen Spezifikationssprachen. Da dies nicht explizit genannt wird, ist die Sicherheit gering, aber 'formal_specification_languages' wäre eine passende neue Subkategorie."
lni109/570,software_type,mixed_reality_application,0.85,"Die Software ist eine Mixed-Reality-Anwendung, die explizit als 'Mixed Reality Auto Racing' bezeichnet wird. Da 'vr_application' nicht vollständig passt, wird 'mixed_reality_application' als neue Subkategorie vorgeschlagen. Zudem handelt es sich um eine Full-Stack-Anwendung, da sie Hardware (Joysticks, Webcam, Projektor) und Software (Video-Tracking, Projektion) integriert."
lni109/570,techstack,directshow_video_capture,0.5,"Der Text erwähnt die Nutzung eines 'VideoCapture Wrapper for DirectShow' (Abschnitt 7), was auf C/C++ als Programmiersprache hindeutet, da DirectShow eine Windows-Technologie ist. Allerdings ist dies nicht explizit belegt, daher die niedrige Sicherheit. Eine neue Subkategorie 'directshow_video_capture' könnte die spezifische Technologie besser abbilden."
lni110/100,software_type,simulation_framework,0.85,"Die Software umfasst eine Bibliothek ('object oriented data fusion kernel'), Middleware ('middleware specific to the application') und ein Framework für Simulation und Modellierung ('simulation of data fusion systems'). Da 'simulation_framework' nicht explizit in den Subkategorien enthalten ist, wird sie als neue Subkategorie vorgeschlagen."
316/DELFI_2021_91-96,techstack,social_vr_platform_specific_language,0.5,"Der Techstack wird im Paper nicht explizit genannt. Allerdings wird die Nutzung von Social VR-Plattformen erwähnt (z.B. 'social VR platform ViLeArn'), und es ist wahrscheinlich, dass plattformspezifische Sprachen oder Tools verwendet werden. Da keine konkrete Programmiersprache genannt wird, bleibt dies unsicher. Eine neue Subkategorie 'social_vr_platform_specific_language' könnte vorgeschlagen werden, falls die Plattform-spezifische Skriptsprache (z.B. LSL für Second Life) gemeint ist."
lni108/3,software_type,biometric_template_protection_toolkit,0.8,"Die Software umfasst numerische und mathematische Komponenten (z.B. Histogramm-basierte Merkmalsextraktion, Fuzzy-Extraktoren, BCH-Codierung) und kann als Bibliothek/Paket für biometrische Template-Schutzverfahren betrachtet werden. Da die genaue Art der Software nicht explizit als 'library_package' bezeichnet wird, aber die Funktionalität darauf hindeutet, wird diese Kategorie gewählt. Eine präzisere Bezeichnung wäre 'biometric_template_protection_toolkit'."
lni337/03_02_07_Steinert,software_type,forensic_analysis_toolkit,0.85,"Die beschriebenen Verfahren (PhotoDNA, C4All, FaceMatch) sind typische Beispiele für Analyse-Pipelines oder Toolkits zur forensischen Datenauswertung. Da sie als wiederverwendbare Algorithmen beschrieben werden, passt auch 'library_package'. Eine spezifischere Kategorie wie 'forensic_analysis_toolkit' könnte die Domäne besser abbilden."
lni337/03_02_07_Steinert,techstack,machine_learning_frameworks,0.5,"Die Publikation nennt keine expliziten Programmiersprachen, aber die beschriebenen Algorithmen (maschinelles Lernen, Deep Learning) deuten auf den Einsatz von Python-basierten Frameworks hin. Da dies nicht explizit belegt ist, wird 'conceptual' als Fallback gewählt. Eine neue Kategorie 'machine_learning_frameworks' könnte die Technologien präziser erfassen."
lni124/37,software_type,simulation_framework,0.9,"HHG ist primär ein numerisch/mathematisch fokussierter Solver für finite Element-Probleme, der als Framework (mit wiederverwendbaren Komponenten wie Datenstrukturen und Algorithmen) konzipiert ist. Die Kategorie 'numerical_mathematical' passt, aber 'simulation_framework' wäre präziser, da HHG explizit als Framework für Simulationen beschrieben wird. Zudem deutet die Bereitstellung von Kernalgorithmen auf eine Bibliothek hin."
lni48/GI.Band.48-15,techstack,formal_specification_languages,0.0,"Der Text erwähnt keine konkreten Programmiersprachen, sondern beschreibt die Verwendung einer formalen Sprache (ForTheL) und eines sequentbasierten Kalküls. Daher wird 'formal_specification_languages' als neue Subkategorie vorgeschlagen, da keine der vorgegebenen Kategorien passt."
lni56/GI-Proceedings.56-1,evaluation,conceptual_demonstration,0.8,"Das Paper beschreibt die Software ausführlich und zeigt ihre Funktionalitäten auf, führt jedoch keine explizite Evaluation (z.B. Usability-Studie, Benchmarking, empirische Studie) durch. Stattdessen wird die Software konzeptionell und funktional vorgestellt, was als 'conceptual_demonstration' bezeichnet werden könnte. Da diese Kategorie nicht existiert, wird sie vorgeschlagen."
lni55/GI-Proceedings.55-17,research_position,research_infrastructure_support,0.9,"Die Publikation beschreibt die Entwicklung einer Grid-Workflow-Infrastruktur, die primär der Unterstützung von Software-Entwicklungsprozessen in der e-Science dient. Sie ermöglicht die Orchestrierung von Grid-Services und stellt eine Infrastruktur für die Zusammenarbeit und Wiederverwendung von wissenschaftlichen Prozessen bereit (vgl. Abstract und Abschnitt 1: 'development of a Grid Workflow Infrastructure is necessary')."
lni165/286,software_type,simulation_framework,0.9,"Die Software ist ein Framework zur Simulation und Generierung von hexagonalen Gittern in P2P-Netzwerken. Da 'numerical_mathematical' nicht vollständig passt, wird 'simulation_framework' als präzisere Kategorie vorgeschlagen, da die Software numerische und verteilte Aspekte kombiniert."
lni42/GI-Proceedings.42-10,techstack,mobile_j2me,0.5,"Der Techstack wird nicht explizit genannt. Allerdings wird erwähnt, dass V-Card personalisierte J2ME-Anwendungen via MMS übertragen kann (Abschnitt 2), was auf die Nutzung von Java (J2ME) hindeutet. Da dies nicht eindeutig belegt ist, wird 'mobile_j2me' als neue Subkategorie vorgeschlagen."
lni110/227,software_type,simulation_framework,0.9,"Die Publikation beschreibt die Entwicklung eines integrativen Modellierungsansatzes für Simulationen (zellulare Automaten), der sowohl Materialfluss- als auch Netzwerksimulationen vereint. Dies geht über reine numerisch/mathematische Software hinaus und stellt ein Framework für die Simulation verteilter Anwendungen dar."
lni71/GI-Proceedings.71-13,software_type,simulation_framework,0.9,"Die Software FlexX ist numerisch/mathematisch fokussiert (Berechnung von Scores, Optimierung von Ligandenplatzierungen) und dient als Framework für die Simulation von molekularen Docking-Prozessen. Da 'numerical_mathematical' nicht alle Aspekte abdeckt, wird 'simulation_framework' als ergänzende Subkategorie vorgeschlagen."
316/DELFI_2021_85-90,techstack,vr_development_platforms,0.5,"Der Techstack wird nicht explizit genannt. Die Anwendungen basieren auf VR-Technologien (z.B. Lapentor, MondlyVR, AltspaceVR), aber konkrete Programmiersprachen oder Frameworks sind nicht angegeben. Die Nutzung von VR-Plattformen wie AltspaceVR oder Lapentor deutet auf webbasierte oder VR-spezifische Entwicklungsumgebungen hin, die jedoch nicht näher spezifiziert sind."
lni329/30-BIOSIG_2022_paper_20,techstack,unspecified_vision_processing,0.5,"Der Techstack wird nicht explizit genannt. Die Verarbeitung der Daten (Histogramme, Silhouettenextraktion) deutet auf typische Bildverarbeitungsbibliotheken hin, aber konkrete Programmiersprachen oder Frameworks werden nicht erwähnt. Die Kamerasoftware (DV, FLIR Duo R) ist proprietär und nicht näher spezifiziert."
lni104/103,techstack,middleware_standards,0.7,"Explizit genannt werden XML-Technologien (XML, WML, PML) und Web-Technologien (xHTML, WML). Middleware-Standards wie Webservices oder CORBA werden erwähnt, aber keine konkreten Programmiersprachen. Die Nutzung von WML deutet auf Web-Technologien hin, auch wenn JavaScript nicht explizit genannt wird. Eine neue Subkategorie für Middleware-Standards könnte sinnvoll sein, da diese im Paper eine zentrale Rolle spielen."
lni12/14,software_type,uml_animation_tool,0.85,"Die Software ist eine Erweiterung des UML-Modellierungswerkzeugs TOGETHER (Plugin/Erweiterung) und nutzt VRML für 3D-Animationen (VR-Anwendung). Da keine der Subkategorien perfekt passt, wird 'uml_animation_tool' als neue Subkategorie vorgeschlagen, da die Software spezifisch für die Animation von UML-Diagrammen entwickelt wurde."
lni12/14,techstack,vrml,0.95,"Explizit genannt werden Java (für das Parsing-Programm), XMI (XML-Metadata-Interchange) und VRML (Virtual Reality Modeling Language) für die 3D-Darstellung. VRML ist nicht in den vorgegebenen Kategorien enthalten, daher wird es als neue Subkategorie vorgeschlagen."
lni105/251,software_type,verification_tool,0.9,"UPPAAL ist ein Tool für formale Verifikation, das numerische und mathematische Methoden nutzt. Da 'numerical_mathematical' nicht vollständig passt, wird 'verification_tool' als präzisere Subkategorie vorgeschlagen."
lni105/251,techstack,uppaal_specific,0.0,"UPPAAL wird explizit als verwendetes Tool genannt, aber es ist keine der vorgegebenen Kategorien. Daher wird 'uppaal_specific' als neue Subkategorie vorgeschlagen."
lni125/113,techstack,l_systems_specific,0.8,"Die Publikation erwähnt explizit die Nutzung von 'Fractree' (verfügbar für MATLAB) und L-Systeme als zentrale Methode zur Pflanzenmodellierung. MATLAB ist direkt genannt, während L-Systeme als spezifische Modellierungstechnik (nicht als allgemeine Programmiersprache) verwendet werden. Eine neue Subkategorie 'l_systems_specific' könnte die spezifische Nutzung von L-Systemen als Technologie abbilden, falls dies als eigenständige Kategorie gewünscht ist."
lni122/LNI-122-Proceedings-komplett,software_type,simulation_framework,0.7,"Die Software ist als Modular Recurrent Neural Network (MRNN) implementiert, das zur Sequenzvorhersage auf graphbasierten Wissensbasen dient. Dies lässt sich als 'plugin_extension' interpretieren, falls es in ein größeres System integriert wird, aber primär handelt es sich um ein Framework für Simulation/Modellierung von Navigationsverhalten. Da 'numerical_mathematical' nicht vollständig passt, wird 'simulation_framework' als neue Subkategorie vorgeschlagen."
lni279/B1-65,software_type,formal_verification_framework,0.8,"Die Software umfasst eine Bibliothek von Adaptionsregeln ('adaptation logic based on timed adaptation rules') und ein Framework zur Simulation und Verifikation ('formal timed automata models'). Da 'simulation_framework' nicht vollständig passt, wird 'formal_verification_framework' als neue Subkategorie vorgeschlagen, da die Verifikation im Vordergrund steht."
lni279/B1-65,techstack,systemc,0.7,"Die Publikation erwähnt explizit die Implementierung in 'SystemC', einer C++-basierten Sprache für Systemmodellierung. Da 'SystemC' nicht in den vorgegebenen Kategorien enthalten ist, wird sie als neue Subkategorie vorgeschlagen."
lni106/101,techstack,sysml_uml_tools,0.7,"Die Publikation erwähnt explizit die Verwendung von SysML (Abschnitt 3) und UML-Aktivitätsdiagrammen, die auf XML-basierten Standards aufbauen. Allerdings wird keine konkrete Programmiersprache genannt, daher die Unsicherheit. Eine neue Subkategorie für SysML/UML-basierte Modellierungswerkzeuge wird vorgeschlagen."
lni101/47,software_type,e_learning_multimedia_system,0.7,"Die Software ist eine Full-Stack-Anwendung (E-Learning-System mit multimedialen Elementen) und nutzt Plugins/Erweiterungen (z.B. Flash-Animationen). Da der Fokus auf einem E-Learning-System mit multimedialen Inhalten liegt, wird 'e_learning_multimedia_system' als präzisere Subkategorie vorgeschlagen."
lni125/113,software_type,simulation_framework,0.85,"Die Software umfasst numerische und mathematische Komponenten zur Simulation von Pflanzenwachstum (z.B. L-Systeme, prozedurale Ansätze) und kann als Framework für die Modellierung und Visualisierung betrachtet werden. Zudem werden einige der genannten Tools (z.B. Xfrog, CINEMA 4D) als Full-Stack-Anwendungen genutzt, die sowohl Modellierung als auch Visualisierung ermöglichen."
lni52/GI.-.Proceedings.52-4,software_type,authoring_tool,0.8,"Die Publikation beschreibt verschiedene Arten von Software: (1) Plugins/Erweiterungen (z. B. Word-Plugins für XML-Export, Abschnitt 3.1), (2) Middleware/Dienste (z. B. XSL-Transformationen, Abschnitt 3.3), (3) Datenaustausch-Standards (XML-Sprachen wie LMML, SMIL, Abschnitt 1), und (4) Entwicklungsumgebungen (z. B. FrameMaker, OpenOffice, Abschnitt 3.2). Da die Werkzeuge primär der Erstellung von Lehrmaterialien dienen, wird 'authoring_tool' als neue Subkategorie vorgeschlagen, da keine der bestehenden Kategorien dies vollständig abdeckt."
lni331/B1-7,techstack,go,0.95,"Die Implementierung nutzt Go (Tendermint Core ist in Go geschrieben) und SQL-Datenbanken (PostgreSQL, MySQL). Go ist nicht in den vorgegebenen Subkategorien enthalten, wird aber explizit im Text genannt (z.B. Nutzung von Go-Paketen wie pgx und go-sql-driver/mysql)."
lni122/149-156,techstack,windows_system_apis,0.7,"Explizit genannt wird die Integration in Microsoft Windows (Moniker, Standard Link Management), was auf C/C++ oder Visual Basic (für COM-Komponenten) hindeutet. Die genaue Programmiersprache ist nicht genannt, aber die Nutzung von Windows-APIs (MSDN08) und Hooking im Betriebssystem legt nahe, dass systemnahe Sprachen wie C/C++ oder Visual Basic verwendet wurden. Eine neue Subkategorie 'windows_system_apis' könnte die explizite Nutzung von Windows-spezifischen Technologien abdecken."
lni12/8,research_position,research_infrastructure_support,0.9,"Die Software dient primär der Unterstützung des Software-Entwicklungsprozesses durch die Integration von Analysemustern in CASE-Tools. Dies wird explizit im Abstract und Text als Ziel genannt ('Integration in den Entwicklungsprozess und geeignete Werkzeugunterstützung'). Die Software ist kein direktes Forschungsergebnis, sondern eine Infrastruktur zur Effizienzsteigerung in der Modellierungsphase."
lni338/45,software_type,content_extraction_tool,0.7,"Die Software kombiniert NLP-Modelle, Text-Mining und eine Benutzeroberfläche für die semi-assistierte Korrektur, was auf eine Full-Stack-Anwendung hindeutet. Allerdings wird die technische Architektur nicht detailliert beschrieben, sodass 'full_stack_application' die nächstliegende Kategorie ist. Alternativ könnte 'content_extraction_tool' als präzisere Subkategorie vorgeschlagen werden, da es sich um ein domänenspezifisches Werkzeug handelt."
lni368/infos2025_wi_1,software_type,questionnaire_instrument,0.7,"Das CIML ist ein Fragebogeninstrument, das kontextualisierte Fragen (z.B. zu Gesichtserkennung und Textgenerierung) mit Multiple-Choice- und Single-Choice-Formaten kombiniert. Es ist webbasiert verfügbar (Link im Text) und kann als Full-Stack-Anwendung klassifiziert werden, da es eine Benutzeroberfläche (Frontend) und eine Auswertungslogik (Backend) umfasst. Allerdings passt 'full_stack_application' nicht perfekt, da es sich primär um ein Erhebungsinstrument handelt. Eine spezifischere Kategorie wie 'questionnaire_instrument' wäre passender."
lni120/45,research_position,research_infrastructure_support,0.9,"Die Software dient primär der Unterstützung von Software-Entwicklungsprozessen, insbesondere der Integration von Business Process Management (BPM) und Workflow-Management (WfM) für das Design elektronischer Systeme. Sie stellt eine Infrastruktur für kollaborative Designprozesse bereit, wie im Abstract und in den Abschnitten 4 und 5 deutlich wird (z.B. 'integration of BPM with engineering design processes', 'management of tools in such networks')."
lni124/49,techstack,hardware_description_languages,0.8,"Die Implementierung nutzt die Xilinx EDK 8.1 mit IP-Blöcken für MicroBlaze- und PowerPC-Cores, was auf C/C++ hindeutet. Explizit genannt werden FPGA-spezifische Technologien (z.B. Virtex-4 FX20), aber keine konkreten Programmiersprachen. Da FPGAs verwendet werden, könnte auch VHDL/Verilog relevant sein, was jedoch nicht explizit belegt ist. Daher wird 'hardware_description_languages' als neue Subkategorie vorgeschlagen."
lni109/75,software_type,simulation_framework,0.9,"Die Software umfasst numerische und mathematische Komponenten (z. B. Optimierung der Tourenlänge, Berechnung von Marginalgewinnen) und kann als Framework für die Simulation und Optimierung von Transportnetzwerken betrachtet werden. Da 'numerical_mathematical' nicht vollständig passt, wird 'simulation_framework' als neue Subkategorie vorgeschlagen."
lni122/399-406,techstack,uml_based_tooling,0.0,"Der Techstack wird nicht explizit genannt. Das Paper erwähnt UML-State-Machines und das Tool TEAGER, aber keine konkreten Programmiersprachen oder Technologien. Da UML als Modellierungssprache im Zentrum steht, könnte 'uml_based_tooling' als neue Subkategorie vorgeschlagen werden, um Tools zu erfassen, die auf UML-Modellierung basieren."
lni107/105,software_type,simulation_framework,0.8,"Die Software wird als universeller Parser und Elicitation-Technik beschrieben, die als wiederverwendbare Komponente (Bibliothek/Paket) fungieren könnte. Da sie jedoch auch numerische/mathematische Komponenten (Entropie-Berechnung, genetische Algorithmen) umfasst, die zur Simulation von Satzstrukturen genutzt werden, wird zusätzlich 'simulation_framework' vorgeschlagen, da 'numerical_mathematical' nicht vollständig passt."
lni220/1005,software_type,simulation_framework,0.7,"Die Publikation nennt Umweltinformationssysteme, Geographische Informationssysteme und Meta-Informationssysteme, die als Full-Stack-Anwendungen klassifiziert werden können. Zudem wird die Integration von Umweltinformation in einem 'Shared Environmental Information System' (SEIS) beschrieben, was auf Middleware-Dienste hindeutet. Die explizite Erwähnung von Simulationsmodellen (z.B. 'Limits to Growth') und Umweltmodellen legt nahe, dass auch Simulation-Frameworks eine Rolle spielen. Da 'simulation_framework' nicht in den vorgegebenen Kategorien enthalten ist, wird sie als neue Subkategorie vorgeschlagen."
lni124/37,software_type,simulation_framework,0.9,"Die Software ist primär ein numerisch/mathematisch fokussierter Solver für finite Element-Probleme. Da sie jedoch als Framework für adaptive Gitterverfeinerung und Parallelisierung dient, wird zusätzlich 'simulation_framework' vorgeschlagen, um die erweiterte Funktionalität abzudecken. Die Kategorie 'numerical_mathematical' allein ist zu eng."
lni48/GI.Band.48-15,techstack,formal_specification_languages,0.5,"Der Text erwähnt keine expliziten Programmiersprachen oder Technologien für die Implementierung von SAD. Allerdings wird die domänenspezifische Sprache ForTheL verwendet, die formal definiert ist. Da keine klassischen Programmiersprachen genannt werden, könnte der Techstack als 'formal_specification_languages' klassifiziert werden, da die Software auf formalen Logik-Kalkülen basiert."
lni42/GI-Proceedings.42-10,techstack,j2me_mobile_technologies,0.7,"Die Publikation erwähnt explizit die Übertragung personalisierter J2ME-Anwendungen via MMS (z. B. 'V-Card also has the ability to transmit personalised J2ME applications via MMS'). J2ME ist eine Java-basierte Technologie für mobile Geräte, die hier als neue Subkategorie vorgeschlagen wird, da sie nicht in den vorgegebenen Kategorien enthalten ist. Andere Technologien (z. B. Programmiersprachen für das Backend) werden nicht genannt."
lni110/227,software_type,simulation_framework,0.9,"Die Publikation beschreibt die Entwicklung eines integrativen Modellierungsansatzes basierend auf zellularen Automaten, der sowohl Materialflusssimulation als auch Netzwerksimulation vereint. Dies geht über reine numerisch/mathematische Software hinaus und stellt ein Framework für die Simulation verteilter Anwendungen dar."
lni115/78,software_type,analysis_toolkit,0.8,"Die Software wird als Command-Line-Tool implementiert (Abschnitt 4: 'implemented the algorithm in C++ language in Linux environment') und dient der Strukturvergleichsanalyse. Da sie auch als Grundlage für weitere Analysen genutzt werden könnte, ist 'library_package' ebenfalls passend. 'analysis_toolkit' wäre eine präzisere Alternative, da die Software spezifische Methoden für die Proteinstrukturanalyse bereitstellt."
lni71/GI-Proceedings.71-13,software_type,simulation_framework,0.85,"Die Software umfasst numerische und mathematische Komponenten (z.B. Scoring-Funktionen, Optimierungsalgorithmen) und dient als Framework für die Simulation von Molekülinteraktionen. Da 'numerical_mathematical' nicht vollständig passt, wird 'simulation_framework' als präzisere Subkategorie vorgeschlagen."
lni104/103,techstack,web_service_standards,0.7,"Explizit genannt werden XML-Technologien (Abschnitt 3.2) und Webservices (Abschnitt 3.3 und 4). Die Nutzung von WML und xHTML deutet auf Web-Frontend-Technologien hin, auch wenn JavaScript/TypeScript nicht explizit genannt werden. Middleware-Services basieren auf Webservice-Standards (z.B. SOAP, REST), die hier als neue Subkategorie vorgeschlagen werden."
lni113/147,research_position,research_infrastructure_support,0.9,"Die Software SoftWiki dient primär der Unterstützung des Requirements-Engineering-Prozesses, insbesondere der kollaborativen Anforderungserhebung und der Entwicklung eines gemeinsamen Verständnisses. Dies entspricht einer Infrastruktur für Forschungs- und Entwicklungsprojekte, da sie Werkzeuge für die Software-Entwicklung bereitstellt."
lni12/14,software_type,uml_animation_tool,0.85,"Die Software ist eine Erweiterung des UML-Modellierungswerkzeugs TOGETHER (Plugin) und erzeugt animierte 3D-Visualisierungen (VRML), was als VR-Anwendung klassifiziert werden kann. Da keine der Subkategorien perfekt passt, wird 'uml_animation_tool' als neue Subkategorie vorgeschlagen."
lni12/14,techstack,vrml_modeling_language,0.95,"Explizit genannt werden Java (für das Parsing und die VRML-Erzeugung), XMI/XML (für den Export aus TOGETHER) und VRML (für die 3D-Animationen). VRML ist keine der vorgegebenen Kategorien, daher wird sie als neue Subkategorie vorgeschlagen."
lni121/75,techstack,webservice_tech,0.7,"Explizit genannt wird die Nutzung von Webservice-Technik (hohe Abstraktion, Kommunikation zwischen Service-Plattform und Service-Gateway) und XML-Technologien (semantische Dienstbeschreibungssprache). Die Nutzung von JavaScript/TypeScript für die Webapplikation (Bewohnerportal) ist plausibel, aber nicht explizit belegt. Die Webservice-Technik passt nicht exakt in die vorgegebenen Kategorien, daher Vorschlag für eine neue Subkategorie."
lni105/251,software_type,verification_tool,0.7,"UPPAAL ist ein Tool für formale Verifikation, das numerische/mathematische Methoden nutzt. Da 'numerical_mathematical' nicht vollständig passt, wird 'verification_tool' als präzisere Subkategorie vorgeschlagen."
lni105/251,techstack,formal_specification_languages,0.0,"Der Text erwähnt UPPAAL, ein Tool für formale Verifikation, das auf zeitbehafteten Automaten basiert. Da keine explizite Programmiersprache genannt wird, aber formale Spezifikationssprachen verwendet werden, wird diese Subkategorie vorgeschlagen."
